.id,data,data_dados,origVars,origType,sex,ageGrpLower,ageGrpUpper,region,symptoms,other,value
74,09-05-2020,09-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3581
75,10-05-2020,10-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3581
76,11-05-2020,11-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3545
77,12-05-2020,12-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3553
78,13-05-2020,13-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3559
79,14-05-2020,14-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3569
80,15-05-2020,15-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3598
81,16-05-2020,16-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3609
82,17-05-2020,17-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3626
83,18-05-2020,18-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3628
84,19-05-2020,19-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3644
85,20-05-2020,20-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3655
86,21-05-2020,21-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3662
87,22-05-2020,22-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3664
88,23-05-2020,23-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3676
89,24-05-2020,24-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3683
90,25-05-2020,25-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3683
91,26-05-2020,26-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3690
92,27-05-2020,27-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3690
93,28-05-2020,28-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3710
94,29-05-2020,29-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3728
95,30-05-2020,30-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3739
96,31-05-2020,31-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3744
97,01-06-2020,01-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3747
98,02-06-2020,02-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3753
99,03-06-2020,03-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3765
100,04-06-2020,04-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3770
101,05-06-2020,05-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3789
102,06-06-2020,06-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3799
103,07-06-2020,07-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3823
104,08-06-2020,08-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3826
105,09-06-2020,09-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3837
106,10-06-2020,10-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3837
107,11-06-2020,11-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3841
108,12-06-2020,12-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3846
109,13-06-2020,13-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3868
110,14-06-2020,14-06-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3874
1,26-02-2020,26-02-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
2,27-02-2020,27-02-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
3,28-02-2020,28-02-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
4,29-02-2020,29-02-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
5,01-03-2020,01-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
6,02-03-2020,02-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,0
7,03-03-2020,03-03-2020 16:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1
8,04-03-2020,04-03-2020 17:00,confirmados_arslvt,confirmados,All,,,arslvt,,,2
9,05-03-2020,05-03-2020 17:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3
10,06-03-2020,06-03-2020 17:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4
11,07-03-2020,07-03-2020 17:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5
12,08-03-2020,08-03-2020 17:30,confirmados_arslvt,confirmados,All,,,arslvt,,,6
13,09-03-2020,09-03-2020 18:45,confirmados_arslvt,confirmados,All,,,arslvt,,,9
14,10-03-2020,10-03-2020 10:00,confirmados_arslvt,confirmados,All,,,arslvt,,,10
15,11-03-2020,11-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,17
16,12-03-2020,12-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,23
17,13-03-2020,13-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,46
18,14-03-2020,14-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,73
19,15-03-2020,15-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,116
20,16-03-2020,16-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,142
21,17-03-2020,17-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,180
22,18-03-2020,18-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,243
23,19-03-2020,19-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,278
24,20-03-2020,20-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,361
25,21-03-2020,21-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,448
26,22-03-2020,22-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,534
27,23-03-2020,23-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,737
28,24-03-2020,24-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,852
29,25-03-2020,25-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,992
30,26-03-2020,26-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1082
31,27-03-2020,27-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1110
32,28-03-2020,28-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1287
33,29-03-2020,29-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1478
34,30-03-2020,30-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1577
35,31-03-2020,31-03-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1799
36,01-04-2020,01-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,1998
37,02-04-2020,02-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,2207
38,03-04-2020,03-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,2347
39,04-04-2020,04-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,2513
40,05-04-2020,05-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,2904
41,06-04-2020,06-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3070
42,07-04-2020,07-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3185
43,08-04-2020,08-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3424
44,09-04-2020,09-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3451
45,10-04-2020,10-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3821
46,11-04-2020,11-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3834
47,12-04-2020,12-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3841
48,13-04-2020,13-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3896
49,14-04-2020,14-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,3994
50,15-04-2020,15-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4102
51,16-04-2020,16-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4237
52,17-04-2020,17-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4302
53,18-04-2020,18-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4438
54,19-04-2020,19-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4500
55,20-04-2020,20-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4709
56,21-04-2020,21-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,4896
57,22-04-2020,22-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5093
58,23-04-2020,23-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5194
59,24-04-2020,24-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5277
60,25-04-2020,25-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5435
61,26-04-2020,26-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5531
62,27-04-2020,27-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5556
63,28-04-2020,28-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5593
64,29-04-2020,29-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5695
65,30-04-2020,30-04-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5815
66,01-05-2020,01-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,5939
67,02-05-2020,02-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6047
68,03-05-2020,03-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6047
69,04-05-2020,04-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6136
70,05-05-2020,05-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6241
71,06-05-2020,06-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6641
72,07-05-2020,07-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,6935
73,08-05-2020,08-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7093
74,09-05-2020,09-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7166
75,10-05-2020,10-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7242
76,11-05-2020,11-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7316
77,12-05-2020,12-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7494
78,13-05-2020,13-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7647
79,14-05-2020,14-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7767
80,15-05-2020,15-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,7951
81,16-05-2020,16-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8097
82,17-05-2020,17-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8235
83,18-05-2020,18-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8361
84,19-05-2020,19-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8490
85,20-05-2020,20-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8688
86,21-05-2020,21-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,8878
87,22-05-2020,22-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,9106
88,23-05-2020,23-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,9292
89,24-05-2020,24-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,9423
90,25-05-2020,25-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,9567
91,26-05-2020,26-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,9778
92,27-05-2020,27-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,10055
93,28-05-2020,28-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,10320
94,29-05-2020,29-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,10643
95,30-05-2020,30-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,10874
96,31-05-2020,31-05-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,11142
97,01-06-2020,01-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,11335
98,02-06-2020,02-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,11493
99,03-06-2020,03-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,11828
100,04-06-2020,04-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,12137
101,05-06-2020,05-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,12473
102,06-06-2020,06-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,12818
103,07-06-2020,07-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,13073
104,08-06-2020,08-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,13222
105,09-06-2020,09-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,13608
106,10-06-2020,10-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,13878
107,11-06-2020,11-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,14161
108,12-06-2020,12-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,14407
109,13-06-2020,13-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,14622
110,14-06-2020,14-06-2020 00:00,confirmados_arslvt,confirmados,All,,,arslvt,,,14828
1,26-02-2020,26-02-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
2,27-02-2020,27-02-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
3,28-02-2020,28-02-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
4,29-02-2020,29-02-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
5,01-03-2020,01-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
6,02-03-2020,02-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
7,03-03-2020,03-03-2020 16:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
8,04-03-2020,04-03-2020 17:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
9,05-03-2020,05-03-2020 17:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
10,06-03-2020,06-03-2020 17:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
11,07-03-2020,07-03-2020 17:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
12,08-03-2020,08-03-2020 17:30,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
13,09-03-2020,09-03-2020 18:45,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
14,10-03-2020,10-03-2020 10:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
15,11-03-2020,11-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
16,12-03-2020,12-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
17,13-03-2020,13-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
18,14-03-2020,14-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
19,15-03-2020,15-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
20,16-03-2020,16-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
21,17-03-2020,17-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,0
22,18-03-2020,18-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,2
23,19-03-2020,19-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,2
24,20-03-2020,20-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,2
25,21-03-2020,21-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,3
26,22-03-2020,22-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,5
27,23-03-2020,23-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,5
28,24-03-2020,24-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,6
29,25-03-2020,25-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,12
30,26-03-2020,26-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,20
31,27-03-2020,27-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,30
32,28-03-2020,28-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,34
33,29-03-2020,29-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,41
34,30-03-2020,30-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,45
35,31-03-2020,31-03-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,50
36,01-04-2020,01-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,54
37,02-04-2020,02-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,59
38,03-04-2020,03-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,62
39,04-04-2020,04-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,63
40,05-04-2020,05-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,82
41,06-04-2020,06-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,84
42,07-04-2020,07-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,85
43,08-04-2020,08-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,93
44,09-04-2020,09-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,94
45,10-04-2020,10-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,125
46,11-04-2020,11-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,130
47,12-04-2020,12-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,139
48,13-04-2020,13-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,140
49,14-04-2020,14-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,155
50,15-04-2020,15-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,155
51,16-04-2020,16-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,156
52,17-04-2020,17-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,158
53,18-04-2020,18-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,158
54,19-04-2020,19-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,158
55,20-04-2020,20-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,161
56,21-04-2020,21-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,173
57,22-04-2020,22-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,176
58,23-04-2020,23-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,181
59,24-04-2020,24-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,183
60,25-04-2020,25-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,185
61,26-04-2020,26-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,187
62,27-04-2020,27-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,189
63,28-04-2020,28-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,201
64,29-04-2020,29-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,214
65,30-04-2020,30-04-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,218
66,01-05-2020,01-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,218
67,02-05-2020,02-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,218
68,03-05-2020,03-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,218
69,04-05-2020,04-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,218
70,05-05-2020,05-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,220
71,06-05-2020,06-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,220
72,07-05-2020,07-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,220
73,08-05-2020,08-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,232
74,09-05-2020,09-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,235
75,10-05-2020,10-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,235
76,11-05-2020,11-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,237
77,12-05-2020,12-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,238
78,13-05-2020,13-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,238
79,14-05-2020,14-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,238
80,15-05-2020,15-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,240
81,16-05-2020,16-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,241
82,17-05-2020,17-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,242
83,18-05-2020,18-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,243
84,19-05-2020,19-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,245
85,20-05-2020,20-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,248
86,21-05-2020,21-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,250
87,22-05-2020,22-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,251
88,23-05-2020,23-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,253
89,24-05-2020,24-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,253
90,25-05-2020,25-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,253
91,26-05-2020,26-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,254
92,27-05-2020,27-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,256
93,28-05-2020,28-05-2020 00:00,confirmados_arsalentejo,confirmados,All,,,arsalentejo,,,257
